BusStopCode,RoadName,Description,Latitude,Longitude,planning_area
10341,Henderson Rd,Opp Blk 116,1.28484639603431,103.82059301467888,BUKIT MERAH
10349,Henderson Rd,Blk 116,1.284977,103.821011,BUKIT MERAH
10351,Henderson Rd,Blk 95B,1.28675501760897,103.82204990181914,BUKIT MERAH
10359,Henderson Rd,Opp Blk 95C,1.28723833324362,103.82259298997768,BUKIT MERAH
10361,Lower Delta Rd,Cendex Ctr,1.28038092060065,103.82353025808791,BUKIT MERAH
10369,Lower Delta Rd,Opp Cendex Ctr,1.28037471151153,103.82387343933006,BUKIT MERAH
10371,Lower Delta Rd,Blk 129,1.28365072319387,103.824502653383,BUKIT MERAH
10379,Lower Delta Rd,Blk 25B,1.28373603376667,103.82489520929732,BUKIT MERAH
10381,Lower Delta Rd,Opp Blk 48,1.28906972186602,103.82559411728036,BUKIT MERAH
10389,Lower Delta Rd,Blk 48,1.28875832991208,103.82573455047122,BUKIT MERAH
10391,Kg Bahru Rd,Opp Melati Blk 2,1.27627105343758,103.8312563936613,BUKIT MERAH
10399,Kg Bahru Rd,Melati Blk 2,1.27588166292683,103.8301945420522,BUKIT MERAH
10401,Hoy Fatt Rd,Shriro Hse,1.28816729863,103.81167850401884,BUKIT MERAH
10409,Hoy Fatt Rd,Blk 50,1.28788221830638,103.81099317775704,BUKIT MERAH
10411,Hoy Fatt Rd,Opp Blk 53,1.28912979528004,103.81280840030112,BUKIT MERAH
10419,Hoy Fatt Rd,Blk 52,1.28842024220748,103.81257549749508,BUKIT MERAH
10421,Lengkok Bahru,Blk 63B,1.288964,103.814975,BUKIT MERAH
10429,Lengkok Bahru,Blk 54,1.2892779060127,103.814048054222,BUKIT MERAH
10431,Lengkok Bahru,ENABLING VILLAGE,1.287195,103.813984,BUKIT MERAH
10439,Lengkok Bahru,OPP ENABLING VILLAGE,1.28747956947939,103.81418936580334,BUKIT MERAH
10441,Lengkok Bahru,Opp Blk 44,1.28656898930199,103.8116061687213,BUKIT MERAH
10449,Lengkok Bahru,Blk 44,1.28666552495266,103.8119537804698,BUKIT MERAH
10451,Redhill Rd,Opp Blk 71,1.28762380319765,103.8172559639682,BUKIT MERAH
10459,Redhill Rd,Blk 72,1.28754723360397,103.81639920301684,BUKIT MERAH
10461,Kay Siang Rd,Aft Margaret Dr,1.29680597432594,103.81169140516062,TANGLIN
10469,Kay Siang Rd,Bef Margaret Dr,1.29668400003303,103.81216918970024,QUEENSTOWN
10471,Kay Siang Rd,Bef Tanglin Rd,1.29679993078344,103.81468220659576,TANGLIN
10479,Kay Siang Rd,Aft Tanglin Rd,1.29668100002552,103.81547381025996,QUEENSTOWN
10481,Redhill Cl,Opp Blk 73,1.28784195484767,103.81797160113337,BUKIT MERAH
10489,Redhill Cl,Blk 73,1.28811638897142,103.81778388900165,BUKIT MERAH
10499,Spooner Rd,KAMPONG BAHRU TER,1.27585400417691,103.83401000002084,BUKIT MERAH
10501,Jln Bt Merah,Blk 104,1.28105845355429,103.82528065411316,BUKIT MERAH
10519,Delta Rd,Blk 4,1.291728,103.826122,BUKIT MERAH
10599,Jln Rumah Tinggi,Opp Blk 36,1.28883435010664,103.80924997344988,BUKIT MERAH
10651,Bt Merah Ctrl,Blk 161,1.28329993019059,103.81547665017668,BUKIT MERAH
10659,Bt Merah Ctrl,Blk 1003,1.28362333298689,103.81472833301792,BUKIT MERAH
11001,Ghim Moh Rd,Opposite Ghim Moh Terminal,1.311072,103.789159,QUEENSTOWN
11009,Ghim Moh Rd,Ghim Moh Ter,1.3110673548964,103.78932237623977,QUEENSTOWN
11019,Jln Bt Merah,Bef Blk 2,1.28679632523156,103.80565677295324,BUKIT MERAH
11021,Queensway,Aft Queenstown NPC HQ,1.28941805603102,103.80228694398484,QUEENSTOWN
11029,Queensway,Blk 166/Aft Mei Chin Rd,1.29013472201419,103.80202111098816,QUEENSTOWN
11031,Queensway,Opp Queen's Cl,1.29119666696879,103.80045500000118,QUEENSTOWN
11039,Queensway,Blk 19,1.29245762862665,103.79998683928974,QUEENSTOWN
11041,Queensway,Aft C'wealth Dr,1.29624499998226,103.79952333299494,QUEENSTOWN
11049,Queensway,Opp Blessed Sacrament Ch,1.2954609366563,103.79952549937242,QUEENSTOWN
11051,Queensway,Opp Queenstown Polyclinic,1.29872166703909,103.8002979755481,QUEENSTOWN
11059,Queensway,Queenstown Polyclinic,1.29882892782979,103.80097389222824,QUEENSTOWN
11061,Queensway,Opp Queensway Sec Sch,1.30265777802206,103.80118694402536,QUEENSTOWN
11069,Queensway,Queensway Sec Sch,1.30236853162324,103.80161762237655,QUEENSTOWN
11071,Queensway,Blk 97,1.30621305601609,103.80170944396954,QUEENSTOWN
11079,Queensway,Opp Blk 95,1.305441389003,103.8018525000066,QUEENSTOWN
11081,Queensway,Viz Holland,1.30851972202313,103.80258027799628,BUKIT TIMAH
11089,Queensway,Opp Holland Hill Lodge,1.30946135492693,103.8033408735464,TANGLIN
11091,Farrer Rd,Leedon Green,1.31219444050072,103.80367378215983,BUKIT TIMAH
11099,Farrer Rd,Opp Leedon Green,1.31305333300118,103.80437666697586,TANGLIN
11101,Farrer Rd,Farrer Rd Mkt,1.31614971080385,103.80596012189226,BUKIT TIMAH
11109,Farrer Rd,Spanish Village,1.31552472199926,103.80574305602846,TANGLIN
11111,Farrer Rd,Farrer Rd Stn Exit B,1.31780157259006,103.80771866952544,BUKIT TIMAH
11119,Farrer Rd,Farrer Rd Stn Exit A,1.31747833490912,103.80785606728588,TANGLIN
11131,C'wealth Ave,Queens Condo,1.2928849988829,103.8070669441734,QUEENSTOWN
11139,C'wealth Ave,Blk 53A CP,1.2931986108138,103.80744694841285,QUEENSTOWN
11141,C'wealth Ave,Queenstown Stn Exit A/D,1.29463705145492,103.80582510668432,QUEENSTOWN
11149,C'wealth Ave,Queenstown Stn Exit B/C,1.29506407111991,103.80596280094792,QUEENSTOWN
11151,C'wealth Ave,Blk 42,1.29863585845076,103.80247592925552,QUEENSTOWN
11159,C'wealth Ave,Aft Ch Of Our Saviour,1.29800440816386,103.8036265685558,QUEENSTOWN
11161,C'wealth Ave,C'Wealth Stn Exit A/D,1.30213305598263,103.7983908330214,QUEENSTOWN
11169,C'wealth Ave,C'Wealth Stn Exit B/C,1.30270500001823,103.79838166697326,QUEENSTOWN
11171,C'wealth Ave,Opp Blk 7B,1.30535666699303,103.79479722196947,QUEENSTOWN
11179,C'wealth Ave,Blk 8,1.30627521395682,103.79427940117534,QUEENSTOWN
11181,C'wealth Ave,Opp Blk 43,1.30722333300814,103.79227638896938,QUEENSTOWN
11189,C'wealth Ave,Blk 43,1.30740138898924,103.79254222202354,QUEENSTOWN
11191,C'wealth Ave West,The Star Vista,1.30801640815091,103.7883731546267,QUEENSTOWN
11199,C'wealth Ave West,Blk 15,1.30837970735444,103.78843145303216,QUEENSTOWN
11201,Holland Rd,CSC Dempsey Clubhse,1.30692642897557,103.81186453577432,TANGLIN
11209,Holland Rd,Opp Peirce Rd,1.30817280849852,103.81038349817638,TANGLIN
11211,Holland Rd,Aft Peirce Rd,1.30838779885113,103.80939522851014,TANGLIN
11219,Holland Rd,Great Eastern Mansions,1.30988506093033,103.80716407830104,TANGLIN
11221,Holland Rd,Lien Twrs,1.310019,103.805506,TANGLIN
11229,Holland Rd,Sommerville Pk,1.31060065879064,103.80522542227166,TANGLIN
11231,Holland Rd,Aft Hyll on Holland,1.31115316310297,103.80119919777994,BUKIT TIMAH
11239,Holland Rd,Fairlodge,1.31152857401616,103.80165517330278,BUKIT TIMAH
11259,Holland Dr,Opp Blk 21,1.31119887945564,103.79274002213415,QUEENSTOWN
11261,Holland Rd,Holland Village,1.31223168432152,103.79444621838488,QUEENSTOWN
11269,Holland Rd,Opp Holland Village,1.31256112590195,103.79453796697418,BUKIT TIMAH
11271,Holland Rd,Aft East Sussex Lane,1.31473444398294,103.79008416699844,BUKIT TIMAH
11279,Holland Rd,Aft Coronation Rd West,1.31466878886978,103.79069259768109,BUKIT TIMAH
11281,Holland Rd,Aft Tan Boon Chong Ave,1.31622694399746,103.78852194399074,BUKIT TIMAH
11289,Holland Rd,Opp Tan Boon Chong Ave,1.31618891387774,103.78904342517946,BUKIT TIMAH
11291,Holland Rd,Cold Storage Jelita,1.31792777802094,103.78592333300938,BUKIT TIMAH
11299,Holland Rd,Opp Cold Storage Jelita,1.31826975603165,103.78558843680226,BUKIT TIMAH
11301,Sixth Ave,Hse No. 578,1.31803972093441,103.78790067716272,BUKIT TIMAH
11309,Sixth Ave,Hse No. 589,1.31862443850443,103.78842993526158,BUKIT TIMAH
11311,Sixth Ave,Hse No. 532,1.31989638898836,103.78918694402276,BUKIT TIMAH
11319,Sixth Ave,Opp Hse No. 516,1.3203063798654,103.78959970624804,BUKIT TIMAH
11321,Sixth Ave,Opp Regent Villa,1.32123138902898,103.79010361098511,BUKIT TIMAH
11329,Sixth Ave,Regent Villa,1.32236139685053,103.7909809400838,BUKIT TIMAH
11331,Sixth Ave,Opp Dynasty Gdn II,1.32320918827361,103.7914466857562,BUKIT TIMAH
11339,Sixth Ave,Dynasty Lodge,1.32398638897489,103.79204722198944,BUKIT TIMAH
11341,Sixth Ave,Garlick Ville,1.32551506183496,103.7928279089426,BUKIT TIMAH
11349,Sixth Ave,Opp Garlick Ville,1.325628,103.79304,BUKIT TIMAH
11351,Ghim Moh Rd,Blk 13,1.30934571218561,103.78945112775229,QUEENSTOWN
11359,Ghim Moh Rd,Opp Blk 13,1.30931022636473,103.78968608347115,QUEENSTOWN
11361,Nth Buona Vista Rd,Buona Vista Stn Exit C,1.30649698638726,103.79058123542396,QUEENSTOWN
11369,Nth Buona Vista Rd,Buona Vista Stn Exit D,1.3063259638605,103.79084827741468,QUEENSTOWN
11379,Nth Buona Vista Rd,Buona Vista Ter,1.30917002463976,103.79236323128612,QUEENSTOWN
11381,Holland Dr,Blk 10A,1.30841137865065,103.79328294102336,QUEENSTOWN
11389,Holland Dr,Buona Vista CC,1.30906501014268,103.7929321687807,QUEENSTOWN
11401,Holland Ave,Holland V Stn/Blk12,1.30906722197973,103.79507444402137,QUEENSTOWN
11409,Holland Ave,Blk 9,1.3076441670056,103.7943258330196,QUEENSTOWN
11419,Holland Ave,Holland V Stn Exit A,1.31102981378085,103.79604399202724,BUKIT TIMAH
11429,C'wealth Dr,Opp Blk 115B,1.30454000002017,103.7983633329984,QUEENSTOWN
11439,C'wealth Dr,Blk 92,1.30606472198412,103.80029777801457,QUEENSTOWN
11441,C'wealth Dr,Blk 58,1.29780416697573,103.79754055603178,QUEENSTOWN
11449,C'wealth Dr,Blk 37B,1.29840527801842,103.79760333302292,QUEENSTOWN
11451,C'wealth Dr,Blk 72,1.30034972200468,103.79707277801477,QUEENSTOWN
11459,C'wealth Dr,Blk 50,1.30097055597804,103.7968519439962,QUEENSTOWN
11469,Margaret Dr,Queensway Sec Sch,1.30113503392421,103.80188584326886,QUEENSTOWN
11471,Margaret Dr,Opp The Fisherman Ch,1.29951892595663,103.80315156606572,QUEENSTOWN
11481,Margaret Dr,Queenstown Lib,1.29811518922625,103.8060054035445,QUEENSTOWN
11489,Margaret Dr,Blk 30,1.298817,103.804395,QUEENSTOWN
11491,Margaret Dr,Opp Queenstown Pr Sch,1.29710202847016,103.8076364994003,QUEENSTOWN
11499,Margaret Dr,Queenstown Pr Sch,1.29685053610951,103.8078866333446,QUEENSTOWN
11511,Alexandra Rd,Alexandra Hosp,1.2859468736223,103.80251884462383,QUEENSTOWN
11519,Alexandra Rd,Opp Queensway Shop Ctr,1.28665742231261,103.80334129425304,BUKIT MERAH
11521,Alexandra Rd,Anchorpoint,1.2885710102662,103.80543003047168,QUEENSTOWN
11529,Alexandra Rd,Bef IKEA Ind Bldg,1.28903120647732,103.8060909305284,BUKIT MERAH
11531,Alexandra Rd,Opp Lea Hin Hardware Fty,1.29108833302538,103.80753083302794,QUEENSTOWN
11539,Alexandra Rd,Lea Hin Hardware Fty,1.29117049549107,103.80786180498694,BUKIT MERAH
11541,Stirling Rd,Opp Queens,1.29235984013148,103.80578500139798,QUEENSTOWN
11551,Stirling Rd,Tiong Ghee Tp,1.29126703051517,103.8040959835246,QUEENSTOWN
11561,Stirling Rd,Blk 166,1.29107396045212,103.80247592924285,QUEENSTOWN
11579,Mei Ling St,Blk 158,1.29256489056942,103.80303321252237,QUEENSTOWN
11589,Mei Ling St,Blk 157,1.292991881006,103.80400524995773,QUEENSTOWN
11599,Mei Ling St,Blk 153,1.29420805600708,103.80314888900556,QUEENSTOWN
11609,Mei Chin Rd,Blk 163,1.29188972202709,103.80212194401808,QUEENSTOWN
12021,Holland Rd,Bef Moonbeam Wk,1.31907638897016,103.78243055601492,BUKIT TIMAH
12029,Holland Rd,Opp Moonbeam Wk,1.31958369390988,103.7824392109149,BUKIT TIMAH
12031,Ulu Pandan Rd,Pandan Valley Condo,1.3208008510991,103.7796285552172,BUKIT TIMAH
12039,Ulu Pandan Rd,Opp Pandan Valley Condo,1.32104526183447,103.78018998386835,BUKIT TIMAH
12041,Ulu Pandan Rd,Aft Pandan Valley,1.32049172685895,103.77653442120544,BUKIT TIMAH
12049,Ulu Pandan Rd,Opp Pandan Valley,1.32091131971837,103.776558889914,BUKIT TIMAH
12051,Ulu Pandan Rd,Pine Gr Condo,1.3204289505949,103.7750613105408,BUKIT TIMAH
12059,Ulu Pandan Rd,Opp Pine Gr Condo,1.32072731097778,103.77515897833835,BUKIT TIMAH
12061,Clementi Rd,Blk 109,1.32178500189496,103.7708733985914,CLEMENTI
12069,Clementi Rd,Opp Blk 109A,1.321433056,103.7710419,BUKIT TIMAH
12071,Clementi Rd,Blk 116,1.32402249998323,103.77219388896604,CLEMENTI
12079,Clementi Rd,Opp Blk 116,1.32383187575187,103.7726309437574,BUKIT TIMAH
12081,Clementi Rd,Clementi N'hood Pk,1.326468056,103.77543,CLEMENTI
12089,Clementi Rd,Opp Maju Camp,1.326261111,103.7757089,BUKIT TIMAH
12091,Clementi Rd,SIM Campus,1.32918315486756,103.7771471166854,BUKIT TIMAH
12099,Clementi Rd,Opp SIM Campus,1.327838056,103.7767036,BUKIT TIMAH
12101,Clementi Rd,Ngee Ann Poly,1.33243896358504,103.77768506316728,BUKIT TIMAH
12109,Clementi Rd,Opp Ngee Ann Poly,1.330819444,103.7780086,BUKIT TIMAH
12111,Ulu Pandan Rd,Bef Clementi Rd,1.3191179107649,103.77222980786664,BUKIT TIMAH
12119,Ulu Pandan Rd,Police KINS Trg Camp,1.31964598192789,103.77279266281438,BUKIT TIMAH
12121,Ghim Moh Rd,Blk 7,1.31164833301814,103.7871516670319,QUEENSTOWN
12129,Ghim Moh Rd,Blk 3,1.31182111096862,103.78732611099164,QUEENSTOWN
12131,Mt Sinai Rd,Aft Grove Ave,1.3141594439742,103.785061666981,BUKIT TIMAH
12139,Mt Sinai Rd,Aft Mt Sinai Lane,1.31453185933289,103.78504157068625,QUEENSTOWN
12141,Mt Sinai Rd,Opp Henry Pk,1.31574389841394,103.78239154819084,BUKIT TIMAH
12149,Mt Sinai Rd,Henry Pk,1.31576900455367,103.78266099158458,BUKIT TIMAH
12151,Moonbeam Walk,Bef Moonbeam Terr,1.31865064467378,103.78127574919664,BUKIT TIMAH
12169,Pandan Valley,Pandan Valley,1.31916549240365,103.77724170687917,BUKIT TIMAH
12179,Mt Sinai Rise,Montview,1.31679504687757,103.7769949436126,BUKIT TIMAH
12189,Mt Sinai Rise,Bef Mt Sinai Dr,1.31642693680141,103.78022402243116,BUKIT TIMAH
12199,Mt Sinai Rise,Opp Village Twr,1.31547998901343,103.77820622498255,BUKIT TIMAH
12201,Clementi Ave 6,Logishub @ Clementi,1.32670826856501,103.76399509585458,CLEMENTI
12209,Clementi Ave 6,Opp Logishub @ Clementi,1.32653202760922,103.76429968220567,CLEMENTI
12211,Mt Sinai Dr,Bef Mt Sinai Wk,1.31721336095462,103.7807071208858,BUKIT TIMAH
13011,Napier Rd,NAPIER STN EXIT 2,1.306504,103.81932,TANGLIN
13019,Napier Rd,NAPIER STN EXIT 1,1.3067380217198,103.82013079894884,TANGLIN
13021,Holland Rd,Aft Min Of Foreign Affairs,1.30633972996805,103.81430670816292,TANGLIN
13029,Holland Rd,Bef Tyersall Ave,1.30671783282361,103.8145185880206,TANGLIN
13031,Tanglin Rd,Opp Chatsworth Rd,1.29912972200223,103.81707388901162,TANGLIN
13039,Tanglin Rd,Bef Chatsworth Rd,1.29981572699945,103.81744265557978,TANGLIN
13041,Tanglin Rd,Aft Camp Rd,1.30242834318416,103.81967634723284,TANGLIN
13049,Tanglin Rd,Bef Rochalie Dr,1.30261671321463,103.82045069624506,TANGLIN
13051,River Valley Rd,Opp Valley Pt,1.29334305906356,103.8263656209055,TANGLIN
13059,River Valley Rd,Valley Pt,1.29328273601932,103.82663492676832,TANGLIN
13062,River Valley Rd,STELLAR RV,1.29476674399435,103.82853268161284,TANGLIN
13063,River Valley Rd,RV SUITES,1.29534692836828,103.8296430911066,TANGLIN
13069,River Valley Rd,RV RESIDENCES,1.29488000002792,103.82880805602646,TANGLIN
13071,River Valley Rd,Great World Stn Exit 5,1.296335,103.832936,RIVER VALLEY
13079,River Valley Rd,GREAT WORLD STN EXIT 4,1.29612213279141,103.83229211134126,SINGAPORE RIVER
13081,River Valley Rd,St. Thomas Wk,1.2959113890106,103.83624277798825,RIVER VALLEY
13089,River Valley Rd,Opp St. Thomas Wk,1.29575111096804,103.8360411110338,RIVER VALLEY
13091,River Valley Rd,AFT KIM YAM RD,1.29593138900491,103.83937805601916,RIVER VALLEY
13099,River Valley Rd,BEF KIM YAM RD,1.29578024244395,103.839612720812,RIVER VALLEY
13101,River Valley Rd,Opp Mohd Sultan Rd,1.29414162678811,103.84231209757696,MUSEUM
13109,River Valley Rd,UE Sq/Bef Mohd Sultan Rd,1.29350944398488,103.8427241670272,SINGAPORE RIVER
13119,Kim Seng Rd,Opp Great World City,1.293615,103.832759,SINGAPORE RIVER
13121,Zion Rd,Opp Great World City,1.29409221679274,103.8308377640795,TANGLIN
13139,Kim Seng Rd,The Trillium,1.2950426189642,103.83205533028764,SINGAPORE RIVER
13141,Hoot Kiam Rd,Aft Zion Full Gospel Ch,1.29763682834545,103.82997986347917,TANGLIN
13159,Irwell Bank Rd,Bef Zion Full Gospel Ch,1.29796011528522,103.83053183555204,RIVER VALLEY
13169,Grange Rd,Grange 80 Condo,1.29910305180416,103.82839289158528,RIVER VALLEY
13171,Grange Rd,Gramercy Pk,1.29906809120339,103.82650703485064,TANGLIN
13179,Grange Rd,Cliveden At Grange,1.29925749997453,103.82665250000116,RIVER VALLEY
13181,Grange Rd,Aft One Tree Hill,1.30023223661153,103.82403473005562,TANGLIN
13189,Grange Rd,Bef One Tree Hill,1.30038166697497,103.82414749997376,RIVER VALLEY
13191,Paterson Rd,OPP ORCHARD STN EXIT 12,1.302461,103.8297819,RIVER VALLEY
13199,Paterson Rd,AFT ORCHARD STN EXIT 12,1.302127,103.829875,RIVER VALLEY
13201,Tanglin Rd,British High Commission,1.30453622259471,103.82209559895128,TANGLIN
13209,Tanglin Rd,Opp British High Comsn,1.3040310710651,103.82205605505206,TANGLIN
14009,Seah Im Rd,HarbourFront Int,1.26703502614245,103.81901469907407,BUKIT MERAH
14011,Kg Bahru Rd,Bef Mt Faber Lodge,1.26795444401606,103.8255261109799,BUKIT MERAH
14019,Kg Bahru Rd,Opp Mt Faber Lodge,1.2684889249437,103.82571717446542,BUKIT MERAH
14021,Lower Delta Rd,The Pearl @ Mt Faber,1.27132972198996,103.82478361101728,BUKIT MERAH
14029,Lower Delta Rd,Blk 105,1.27247333301883,103.82418777803016,BUKIT MERAH
14031,Lower Delta Rd,St. Theresa's Convent,1.27624277802151,103.82306027800864,BUKIT MERAH
14039,Lower Delta Rd,Opp St. Theresa's Convent,1.27663637861466,103.82345826768822,BUKIT MERAH
14041,Henderson Rd,Blk 54,1.2732727805917,103.81247079301698,BUKIT MERAH
14049,Henderson Rd,Opp Blk 55,1.27324166755337,103.81304231999674,BUKIT MERAH
14051,Henderson Rd,Aft Telok Blangah Hts,1.275847,103.815157,BUKIT MERAH
14059,Henderson Rd,Bef Telok Blangah Hts,1.276025,103.815613,BUKIT MERAH
14061,Keppel Rd,Opp Former Railway Stn,1.27231269789239,103.83862035734884,BUKIT MERAH
14069,Keppel Rd,Former Railway Stn,1.272538056,103.8364069,BUKIT MERAH
14071,Keppel Rd,Keppel Workshop,1.27220342411953,103.8339025862589,BUKIT MERAH
14081,Keppel Rd,Tg Pagar DP Blk F5,1.270896111,103.8308919,BUKIT MERAH
14089,Keppel Rd,Opp Tg Pagar DP Blk F5,1.27046005041763,103.829792773326,BUKIT MERAH
14101,Keppel Rd,Opp Keppel DP Blk 517,1.26837500002503,103.82825805600972,BUKIT MERAH
14109,Keppel Rd,Keppel DP Blk 517,1.26804601553507,103.8272249050558,BUKIT MERAH
14119,Telok Blangah Rd,Opp VivoCity,1.26592360897281,103.8222827803663,BUKIT MERAH
14121,Telok Blangah Rd,Opp HarbourFront Int,1.26591350024271,103.8192566062178,BUKIT MERAH
14129,Telok Blangah Rd,Harbourfront Stn Exit A,1.26607869101924,103.81977877391114,BUKIT MERAH
14131,Telok Blangah Rd,Caribbean at Keppel Bay,1.26740130257465,103.81675441150335,BUKIT MERAH
14139,Telok Blangah Rd,Bef Seah Im Rd,1.2686352773503,103.81546952380808,BUKIT MERAH
14141,Telok Blangah Rd,HarbourFront Stn/Vivocity,1.26552421466644,103.82211326846236,BUKIT MERAH
14151,Telok Blangah Rd,Opp Chr Community Chapel,1.26964765905364,103.8129359412343,BUKIT MERAH
14159,Telok Blangah Rd,Bef Chr Community Chapel,1.26994046445496,103.81315419081788,BUKIT MERAH
14161,Telok Blangah Rd,Telok Blangah Stn,1.27075866533548,103.81009913005327,BUKIT MERAH
14169,Telok Blangah Rd,Opp Telok Blangah Stn,1.27118550385957,103.80941810434496,BUKIT MERAH
14171,Telok Blangah Rd,Opp Yeo's Bldg,1.27145959833005,103.80654857059398,BUKIT MERAH
14179,Telok Blangah Rd,Yeo's Bldg,1.27188454577735,103.80630000533796,BUKIT MERAH
14189,Telok Blangah Rd,Aft Alexandra Rd,1.27269303340787,103.80398363214624,BUKIT MERAH
14191,Depot Rd,Blk 105 CP,1.28121833300943,103.81211444400743,BUKIT MERAH
14199,Depot Rd,Blk 118,1.28131676735406,103.81275056370772,BUKIT MERAH
14201,Depot Rd,Blk 110,1.28167307267242,103.80914683892264,BUKIT MERAH
14209,Depot Rd,Aft Hewlett Packard,1.28176397706369,103.80958869712056,BUKIT MERAH
14211,Depot Rd,ISS Intl Sch,1.28161168409316,103.80521877469816,BUKIT MERAH
14219,Depot Rd,Opp Blk 114,1.28218647936578,103.80684961252828,BUKIT MERAH
14221,Kg Bahru Rd,Opp St. Teresa's Ch,1.27359332247784,103.82893371728431,BUKIT MERAH
14229,Kg Bahru Rd,St. Teresa's Ch,1.27370670186653,103.82857888915174,BUKIT MERAH
14231,Kg Bahru Rd,Keppel DP Blk 519,1.27100999999332,103.82667222202473,BUKIT MERAH
14239,Kg Bahru Rd,Opp Keppel DP Blk 519,1.27178138152481,103.8271423936315,BUKIT MERAH
14241,Henderson Rd,Opp Blk 1,1.27914353103301,103.8168725087535,BUKIT MERAH
14249,Henderson Rd,Blk 1,1.279267,103.8173,BUKIT MERAH
14259,Telok Blangah Cres,Blk 11,1.27784501068205,103.81865821941,BUKIT MERAH
14269,Telok Blangah Cres,Blk 10,1.27758480623244,103.81999451121168,BUKIT MERAH
14271,Telok Blangah Way,Al-Amin Mque,1.27568194286532,103.81914854048932,BUKIT MERAH
14279,Telok Blangah Way,Blk 25,1.27591552267791,103.81920892602813,BUKIT MERAH
14281,Telok Blangah Way,Safra Mt Faber,1.27699671573899,103.81804377490616,BUKIT MERAH
14291,Telok Blangah Way,Blk 27,1.27468440821038,103.82132649422054,BUKIT MERAH
14299,Telok Blangah Way,Opp Blk 27,1.27488820445716,103.82127132943862,BUKIT MERAH
14309,Telok Blangah Rise,Blk 41,1.27128899958763,103.82302593897192,BUKIT MERAH
14319,Telok Blangah Rise,Blk 28,1.273483,103.820637,BUKIT MERAH
14329,Telok Blangah St 32,Blk 67,1.274547,103.809425,BUKIT MERAH
14331,Telok Blangah Hts,Opp Blk 70B,1.27694611110347,103.8110680555484,BUKIT MERAH
14339,Telok Blangah Hts,Blk 70A,1.276660654539,103.81124504785828,BUKIT MERAH
14341,Telok Blangah Hts,Opp Blk 59,1.2759338888633,103.81347388887318,BUKIT MERAH
14349,Telok Blangah Hts,Blk 59,1.27579029839825,103.81339813671548,BUKIT MERAH
14351,Telok Blangah Dr,Aft Blk 48,1.27275000000424,103.81036111111034,BUKIT MERAH
14359,Telok Blangah Dr,Blk 50,1.27289055599998,103.81035027797056,BUKIT MERAH
14369,Depot Rd,The Interlace,1.28153635758335,103.80365927155157,BUKIT MERAH
14379,Lower Delta Rd,Blk 40,1.27243833303297,103.82379361102517,BUKIT MERAH
14381,Bt Purmei Ave,Blk 109,1.27413014152159,103.82554290547176,BUKIT MERAH
14389,Bt Purmei Ave,Opp Blk 109,1.27428160509375,103.82500895193466,BUKIT MERAH
14391,Telok Blangah Hts,Opp Blk 85,1.27790999999895,103.80858611110148,BUKIT MERAH
14399,Telok Blangah Hts,Blk 85,1.27763662023223,103.80858552939208,BUKIT MERAH
14471,Depot Rd,Blk 114,1.28201169102423,103.80664978771298,BUKIT MERAH
14489,Telok Blangah Rise,Blk 36 Mkt/FC,1.272377,103.82159,BUKIT MERAH
14491,Telok Blangah Dr,Opp Telok Blangah Mkt/FC,1.27278805556375,103.8079488888896,BUKIT MERAH
14499,Telok Blangah Dr,Telok Blangah Mkt/FC,1.27291305557456,103.8078211111249,BUKIT MERAH
14501,Telok Blangah St 31,OPP BLK 91A,1.27687216148362,103.80648081848618,BUKIT MERAH
14509,Telok Blangah St 31,BLK 92B,1.275651111,103.8068061,BUKIT MERAH
