TYP_CD_DES,STN_NAM_DE,geometry,latitude,longitude,planning_area
MRT,HILLVIEW MRT STATION,"POLYGON ((20650.332913729362 38282.3309183009, 20654.770513729192 38298.061818299815, 20659.208113729954 38313.792618300766, 20658.142713729292 38314.09321830049, 20659.683813729323 38319.556318299845, 20661.224913729355 38325.01941830106, 20661.744613729417 38324.8728183005, 20665.24821372982 38337.292918300256, 20668.751713729464 38349.71311829984, 20695.950313729234 38342.04101829976, 20695.868813729845 38341.75201830082, 20708.113013729453 38338.298118300736, 20708.058713729493 38338.10571829975, 20721.23451372981 38334.38901830092, 20720.594413729385 38332.11991829984, 20727.42771372944 38330.192318299785, 20725.717313729227 38324.129018301144, 20718.88401372917 38326.0566183012, 20714.920113729313 38312.00501830131, 20707.78841372952 38314.01691829972, 20700.656713729724 38316.028718300164, 20692.920913729817 38288.60581829958, 20687.852513729595 38270.63891830109, 20688.762813729234 38270.3821182996, 20692.550713729113 38283.81041830033, 20700.346513729542 38281.61141830124, 20693.891113729216 38258.72681830078, 20694.68001372926 38258.504218300804, 20689.22891373001 38239.180618301034, 20683.77781372983 38219.85691829957, 20681.852813730016 38220.39991830103, 20679.92781372927 38220.94291830063, 20674.55211372953 38201.88661830127, 20669.176413729787 38182.83031830005, 20646.997513729148 38189.08671830036, 20624.81871372927 38195.34311830066, 20626.54391372949 38201.45911830105, 20628.269113729708 38207.57501829974, 20629.172813729383 38207.32011830062, 20632.763513729908 38220.04861829989, 20636.35411372967 38232.77711830102, 20636.161613729782 38232.83141830005, 20636.397913729772 38233.66891830042, 20636.63411372993 38234.50641830079, 20631.28071372956 38236.01661830023, 20625.92731372919 38237.526718299836, 20622.700013729744 38243.29011830129, 20628.03321372997 38262.1957182996, 20633.366313729435 38281.10121829994, 20635.16641373001 38283.6014182996, 20636.966413729824 38286.10151830129, 20643.64971372951 38284.216218300164, 20650.332913729362 38282.3309183009))",1.3623400897045508,103.76742925213811,BUKIT PANJANG
MRT,BEAUTY WORLD MRT STATION,"POLYGON ((21594.717213729396 35882.93511830084, 21584.85711372923 35880.85061830096, 21578.607713729143 35879.52941830084, 21577.030013729818 35879.19591830112, 21576.38371372968 35882.25331830047, 21575.091013729572 35888.368218300864, 21574.444613729604 35891.425618300214, 21573.074913729914 35891.13611830026, 21571.705213729292 35890.846518300474, 21570.335413729772 35890.55691830069, 21568.96571372915 35890.26741830073, 21568.624413729645 35891.88171830028, 21568.28311372921 35893.49611829966, 21566.644013729878 35901.249718301, 21565.004813729785 35909.00321830064, 21564.363713729195 35912.03621830046, 21563.722513729706 35915.06921830028, 21561.400813729502 35926.05151830055, 21559.079113729298 35937.03371830098, 21555.906213729642 35952.04201829992, 21552.733413729817 35967.050318300724, 21551.67441372946 35972.0595183, 21557.12881372962 35973.21261830069, 21562.583113729954 35974.36561829969, 21566.50051372964 35975.19381830096, 21570.417913729325 35976.02201830037, 21573.650613729842 35976.70541829988, 21576.883313729428 35977.38881830126, 21574.871013729833 35986.906818300486, 21572.676813729107 35997.286918301135, 21572.432213729247 35997.23511829972, 21570.089813729748 36008.31521829963, 21567.747413729317 36019.395318301395, 21565.405013729818 36030.4754183013, 21563.062613729388 36041.555518301204, 21563.307213729247 36041.607218300924, 21562.881913729943 36043.618818299845, 21562.456713729538 36045.63051830046, 21563.386013729498 36045.827418301255, 21569.293013729155 36047.07591830008, 21575.200013729744 36048.32451830059, 21580.51991372928 36049.44901829958, 21585.839813729748 36050.57351830043, 21587.94331372995 36051.01851830073, 21590.092413729988 36040.85261830129, 21597.300913729705 36036.16001830064, 21599.703713729978 36034.59591829963, 21601.007513729855 36033.74711829983, 21602.860713729635 36034.13891830109, 21604.713913729414 36034.53071830049, 21606.567113729194 36034.92251829989, 21608.420313729905 36035.314218301326, 21609.493313729763 36030.23891830072, 21610.56621372979 36025.16361830011, 21611.63921372965 36020.088318301365, 21612.712113729678 36015.01291830093, 21609.483513729647 36014.33041829988, 21609.586913730018 36013.841218300164, 21610.16661372967 36011.09881830029, 21611.53301372938 36004.63571830094, 21612.216213729233 36001.40411830135, 21612.834213729948 35998.48071829975, 21613.176613729447 35998.55311829969, 21614.474513729103 35992.41381829977, 21615.77241372969 35986.27451829985, 21616.010213729925 35985.14941830002, 21619.841813729145 35985.95941830054, 21623.673313729465 35986.76941830106, 21623.91121372953 35985.64391830005, 21622.668213729747 35985.3811183013, 21626.407413729466 35967.69391830079, 21630.146613729186 35950.00661830045, 21628.02261372935 35944.19081830047, 21625.898613729514 35938.37511830032, 21632.901213729754 35905.25071830116, 21639.903913729824 35872.12641829997, 21646.906613729894 35839.00211830065, 21653.909213729203 35805.87781830132, 21657.20731372945 35806.57501829974, 21658.306713729165 35806.80741829984, 21659.23741372954 35802.40471830033, 21660.168213729747 35798.00201830082, 21647.17471372988 35795.25521830097, 21634.181313729845 35792.50831830129, 21621.18791372981 35789.76141829975, 21608.194513729773 35787.01451830007, 21602.058713729493 35787.05481830053, 21595.922913729213 35787.09521830082, 21593.50671372935 35787.110918300226, 21591.09051372949 35787.12661829963, 21591.112913729623 35790.539618300274, 21591.135213729925 35793.952518301085, 21591.157613729127 35797.36551829986, 21591.18001372926 35800.7785183005, 21595.921113729477 35800.74741830118, 21600.662313729525 35800.716318299994, 21605.403513729572 35800.68521830067, 21610.14471372962 35800.65421830118, 21613.15791372955 35799.27701830119, 21616.171113729477 35797.89971830137, 21618.36481372919 35798.3635183014, 21620.558613729663 35798.82731829956, 21622.752313729376 35799.29101829976, 21624.94601373002 35799.754818299785, 21624.651313729584 35801.1490183007, 21624.35661372915 35802.54321829975, 21624.061813729815 35803.93741830066, 21623.76711372938 35805.33151829988, 21628.04711372964 35806.23641830124, 21632.32701372914 35807.14121830091, 21636.6070137294 35808.04601830058, 21640.88701372966 35808.95081830025, 21636.65031372942 35828.99131830037, 21632.41361372918 35849.031818300486, 21628.17691372987 35869.072418300435, 21623.940313729458 35889.112918300554, 21621.133413729258 35888.51931830123, 21624.518213729374 35872.50881830044, 21628.306313729845 35854.58981830068, 21626.214513729326 35854.14761830121, 21623.787413729355 35853.634518301114, 21616.53311372921 35852.10091830045, 21608.94361372944 35850.496418301016, 21605.41691372916 35849.75091830082, 21601.890213729814 35849.0053183008, 21597.376813729294 35870.354818301275, 21594.717213729396 35882.93511830084))",1.3412035629000163,103.77581897698836,BUKIT TIMAH
MRT,HUME MRT STATION,"POLYGON ((20807.996613729745 37457.716318299994, 20815.37591372989 37460.344018300995, 20822.755213729106 37462.971818299964, 20820.71231372934 37468.708618300036, 20832.817613729276 37473.01931830123, 20844.923013729975 37477.32991830073, 20849.45741372928 37464.59621830098, 20853.991813729517 37451.862518301234, 20853.19601373002 37449.62601830065, 20861.03021372948 37427.62541829981, 20868.8645137297 37405.62481830083, 20876.69881372992 37383.624218299985, 20884.53311372921 37361.623618301004, 20891.537313729525 37364.11771829985, 20898.54151372984 37366.61191830039, 20903.360713729635 37353.078318299726, 20905.770313729532 37346.311518300325, 20908.17991372943 37339.544718300924, 20901.882313729264 37337.30221830122, 20895.58461372927 37335.05961829983, 20897.82701372914 37328.76251829974, 20900.069413729943 37322.46541829966, 20894.01671372913 37320.31001830101, 20881.91131372936 37315.999418299645, 20875.858713729307 37313.844118300825, 20871.32431373 37326.577818300575, 20869.057013729587 37332.9446182996, 20866.789813729934 37339.311518300325, 20867.585613729432 37341.547918301076, 20862.303313729353 37356.3821182996, 20857.020913729444 37371.216218300164, 20851.738613729365 37386.050318300724, 20846.456213729456 37400.884518301114, 20840.684513729997 37398.82921830006, 20834.912913729437 37396.7740183007, 20828.347813729197 37401.6311183013, 20821.78281372972 37406.488318299875, 20815.21781372931 37411.34551830031, 20808.65281372983 37416.202718300745, 20805.537913729437 37424.95001829974, 20802.423013729975 37433.697318300605, 20808.69151372928 37435.92951830104, 20814.95991372969 37438.16161829978, 20811.478213729337 37447.9390182998, 20807.996613729745 37457.716318299994))",1.354510835679601,103.7691039291349,BUKIT BATOK
MRT,BUKIT PANJANG MRT STATION,"POLYGON ((19996.26951372996 40187.20511830039, 20028.76971372962 40127.29761829972, 20039.459113729186 40107.594018300995, 20043.21291372925 40109.34281830117, 20041.915313730016 40112.13051830046, 20040.510613729246 40115.148318300024, 20039.8271137299 40115.20181830041, 20039.143513729796 40115.2553183008, 20039.366513729095 40118.0809183009, 20039.589513729326 40120.906518300995, 20036.972313729115 40121.11131830141, 20034.355213729665 40121.31621829979, 20034.9848137293 40129.26631830074, 20035.61441372987 40137.216418299824, 20038.23141372949 40137.01161830127, 20040.84841372911 40136.80671830103, 20041.00581372995 40138.800818299875, 20041.16331372969 40140.794918300584, 20041.61201372929 40140.75931829959, 20042.06071372982 40140.72371830046, 20042.16101372987 40140.71591830067, 20042.363513729535 40143.27201830037, 20042.5660137292 40145.828218299896, 20042.8617137298 40149.566618300974, 20043.55261372961 40158.28931830078, 20043.947613729164 40163.27361830138, 20044.73681372963 40173.24241830036, 20045.526013729163 40183.21131830104, 20046.31621372979 40193.18001830019, 20047.8570137294 40212.634818300605, 20049.39771372918 40232.08961830102, 20049.49291372951 40233.29131830111, 20047.634613730013 40233.43821830116, 20030.844613729976 40234.75911829993, 20029.135313729756 40237.98901830055, 20027.426113729365 40241.218918301165, 20027.54431372974 40242.719818299636, 20027.855413729325 40246.66901830025, 20046.594513729215 40245.202918300405, 20065.333613729104 40243.73681830056, 20064.42461372912 40232.11731830053, 20057.9680137299 40232.62531829998, 20056.92501372937 40219.458518300205, 20054.265513729304 40185.88371830061, 20054.301813729107 40186.339018300176, 20050.635713730007 40140.05241830088, 20049.846813729964 40128.83031830005, 20048.958313729614 40117.615918301046, 20050.08231372945 40115.20131830126, 20051.099013729952 40113.01691829972, 20055.855413729325 40115.232918299735, 20071.311413729563 40082.05761830136, 20086.767513729632 40048.882318301126, 20091.453013729304 40035.303718300536, 20096.138513729908 40021.725218299776, 20086.638013729826 40018.446918301284, 20081.697513729334 40032.76441830024, 20073.9764137296 40045.29191830009, 20071.421313729137 40043.90571830049, 20057.50061372947 40036.35361829959, 20043.5799137298 40028.80151830055, 20049.70741372928 40017.50671830028, 20055.83491372969 40006.21191830002, 20056.836313729174 40004.366018300876, 20044.178213729523 39997.498918300495, 20048.85131372977 39988.884818300605, 20040.23731372971 39984.21171830036, 20041.79191372916 39981.34621830098, 20038.18801372964 39979.39111830108, 20035.632113729604 39984.102418299764, 20034.577313729562 39983.53021830134, 20029.904213729315 39992.1442183014, 20025.231013729237 40000.7582182996, 20033.449813729152 40005.21701830067, 20041.668513729237 40009.675718300045, 20034.80191372987 40022.333018301055, 20027.93521372974 40034.99041830003, 20029.50341372937 40040.27801830135, 20031.07171372976 40045.56561830081, 20033.16361372918 40046.70051830076, 20026.765413729474 40058.49431830086, 20016.647813729942 40077.14411829971, 20004.87621372938 40070.75791830011, 19997.67501372937 40066.85121829994, 19997.80461372994 40066.6124183014, 19990.77271372918 40062.79761829972, 19989.855613729917 40064.488018300384, 19988.93851372972 40066.178518300876, 19985.027113729157 40064.05651830137, 19981.115613729693 40061.9345183, 19978.423513729125 40066.89691830054, 19975.73141372949 40071.85931830108, 19978.588013730012 40073.409018300474, 19981.445213729516 40074.958018301055, 19980.772813729942 40076.197418300435, 19989.828013729304 40081.10991830006, 20006.519213729538 40090.165018299595, 20003.36251372937 40095.98381830007, 20000.205713729374 40101.80271830037, 20001.903813729994 40102.72401829995, 20003.602013729513 40103.6452182997, 20001.539713729173 40107.44671829976, 19999.477413729765 40111.24811829999, 19996.067913729697 40117.53291830048, 19999.012413729914 40119.1303183008, 20001.9569137292 40120.72771830112, 20001.480013730004 40121.60681829974, 19990.13421372976 40115.45161830075, 19977.075013729744 40108.36691830121, 19978.278513729572 40106.14701830037, 19979.289713729173 40106.69561829977, 19980.301013729535 40107.24421830103, 19982.532613729127 40103.13061830029, 19984.76431372948 40099.01701830141, 19981.20441372972 40097.08571830019, 19977.64451372996 40095.15451830067, 19972.450313729234 40104.72891830094, 19965.491813729517 40117.555518301204, 19968.040213729255 40118.93811830133, 19970.589513729326 40120.32111830078, 19971.471713729203 40118.69501830079, 19972.35391373001 40117.06891830079, 19980.133413729258 40121.28931830078, 19987.912813729607 40125.509718300775, 19988.340813729912 40126.952618300915, 19979.192013729364 40143.816518301144, 19970.153713729233 40138.91321830079, 19961.115513729863 40134.009818300605, 19962.045313729905 40132.29591830075, 19962.975213729776 40130.58181830123, 19957.613413729705 40127.673018300906, 19952.251613729633 40124.76421830058, 19949.247513729148 40130.30171830021, 19948.103013729677 40132.41131830029, 19960.78901372943 40139.29361830093, 19973.475113729946 40146.175918299705, 19967.447913729586 40157.28571830131, 19961.420813729987 40168.395518301055, 19958.77201372944 40182.71491830051, 19956.12321372982 40197.034218300134, 19944.423113729805 40218.60101830028, 19932.72301372979 40240.167718300596, 19934.437013729475 40241.09761830047, 19936.151013729163 40242.02741830051, 19935.626413729973 40242.99431830086, 19947.360813729465 40249.360318301246, 19959.09531372972 40255.72631829977, 19996.26951372996 40187.20511830039))",1.3791601966032672,103.76157274093428,BUKIT PANJANG
MRT,CASHEW MRT STATION,"POLYGON ((20340.379513729364 39136.759718300775, 20354.684213729575 39114.181018300354, 20368.988913729787 39091.602218300104, 20366.66401372943 39083.44381830096, 20364.339113730006 39075.28531830013, 20364.69611372985 39066.781318301335, 20365.053113729693 39058.27731830068, 20368.746113729663 39051.68221830018, 20379.479713729583 39035.54591830075, 20390.213313729502 39019.409518299624, 20400.94691372942 39003.27321830019, 20411.68051372934 38987.13681830093, 20416.730013730004 38979.1666183006, 20431.87861372996 38955.25581829995, 20425.368713730015 38951.13151830062, 20405.838913729414 38938.75851830095, 20379.858513729647 38979.76641830057, 20353.87811372988 39020.77441830002, 20327.90591372922 39061.7692183014, 20301.933813729323 39102.76401830092, 20312.38941372931 39109.38811830059, 20322.845113729127 39116.01221830025, 20318.4876137292 39122.890118300915, 20340.379513729364 39136.759718300775))",1.3693615846907987,103.76469719067453,BUKIT PANJANG
MRT,JOO KOON MRT STATION,"POLYGON ((10671.587313729338 34451.23921830021, 10694.637413729914 34451.23991830088, 10694.637413729914 34451.890818299726, 10696.587413729168 34451.89091830142, 10696.587413729168 34451.24001830071, 10719.637513729744 34451.240818301216, 10719.637513729744 34451.89171830006, 10721.58751372993 34451.89171830006, 10721.58751372993 34451.240818301216, 10744.637613729574 34451.24161829986, 10744.637613729574 34451.89251830056, 10746.58761372976 34451.89261830039, 10746.58761372976 34451.24171829969, 10769.637713729404 34451.24241830036, 10769.637613729574 34451.89331830107, 10771.58771372959 34451.8934183009, 10771.58771372959 34451.24251830019, 10794.637813729234 34451.243218300864, 10794.637713729404 34451.89411829971, 10803.825813729316 34451.89451830089, 10803.825513729826 34461.75641830079, 10784.09331372939 34461.75581829995, 10784.09331372939 34462.2395182997, 10783.172213729471 34462.24741830118, 10783.17201372981 34465.92461830005, 10784.09321372956 34465.91671830043, 10784.09311372973 34467.82351830043, 10815.227613729425 34467.82451830059, 10815.227613729425 34466.24471830018, 10816.740313729271 34466.24481830001, 10816.740513729863 34462.07861830108, 10816.851013729349 34462.07861830108, 10816.85131372977 34451.89491830021, 10821.58781372942 34451.89501830004, 10821.58791372925 34450.37501830049, 10821.44631372951 34450.37501830049, 10821.463013730012 34446.28391830064, 10825.822313729674 34446.284118300304, 10825.822313729674 34445.52011829987, 10828.40311372932 34445.5202182997, 10828.40311372932 34445.02011829987, 10830.193113729358 34445.02011829987, 10833.298213729635 34445.0202182997, 10833.298113729805 34445.020318301395, 10834.537478689228 34444.77397152117, 10835.588361478098 34444.07229317971, 10836.290925804951 34443.02200564137, 10836.538313729689 34441.780418301, 10836.538213729858 34441.780418301, 10836.538213729858 34440.996418301016, 10836.538313729689 34440.996318301186, 10836.287915737266 34439.76148871257, 10835.584722030611 34438.714848732, 10834.535237006752 34438.015903554064, 10833.298413729295 34437.770518301055, 10833.298213729635 34437.770618300885, 10828.403313729912 34437.770418301225, 10828.403313729912 34437.270318301395, 10825.822613729164 34437.2702182997, 10825.822613729164 34436.50621830113, 10821.463313729502 34436.5061183013, 10821.446913729422 34432.41511830129, 10821.588513729163 34432.41511830129, 10821.588513729163 34430.89511829987, 10816.852013729513 34430.895318301395, 10816.852513729595 34415.6770182997, 10816.742013729177 34415.67691829987, 10816.742113729939 34411.73701830022, 10815.183413730003 34411.73731829971, 10815.183413730003 34409.83561830036, 10782.800313729793 34409.83441830054, 10782.800313729793 34411.12571830116, 10769.919013729319 34411.12531829998, 10769.918813729659 34420.2796183005, 10803.82681372948 34420.28061830066, 10803.826413729228 34430.89451830089, 10794.638413729146 34430.8942183014, 10794.638413729146 34431.545118300244, 10771.588313729502 34431.54431829974, 10771.588313729502 34430.8934183009, 10769.638313729316 34430.8934183009, 10769.638313729316 34431.54431829974, 10746.588213729672 34431.5435183011, 10746.588213729672 34430.89261830039, 10746.980113729835 34430.89261830039, 10746.980413729325 34421.846918299794, 10766.35391373001 34421.84761830047, 10766.35391373001 34420.13651829958, 10766.990913729183 34420.13161830045, 10766.991113729775 34416.54401830025, 10766.35411372967 34416.54401830025, 10766.35411372967 34414.832918301225, 10736.724613729864 34414.83191830106, 10736.724113729782 34430.8923183009, 10719.638113729656 34430.89171830006, 10719.638113729656 34431.542618300766, 10696.588013730012 34431.54181830026, 10696.588013730012 34430.89091830142, 10694.638013729826 34430.89091830142, 10694.638013729826 34431.54181830026, 10671.58791372925 34431.54101829976, 10671.588013730012 34430.890118300915, 10669.637913729995 34430.890018301085, 10669.637913729995 34432.41001830064, 10669.746313729323 34432.41001830064, 10669.762813729234 34436.50101830065, 10665.403513729572 34436.50091830082, 10665.403413729742 34437.264918301255, 10664.02271372918 34437.26481829956, 10664.02271372918 34437.764918301255, 10662.24771372974 34437.764918301255, 10659.142713729292 34437.76481829956, 10658.246613729745 34438.66081830114, 10657.49687564968 34438.98352718712, 10656.851581436618 34439.48337224799, 10656.351685328797 34440.12862546054, 10656.028913729824 34440.87831830047, 10655.902613729239 34441.004718299955, 10655.902613729239 34441.751818301156, 10655.902513729408 34441.77451829985, 10656.150078025013 34443.01666981737, 10656.852614357344 34444.06666905814, 10657.903308853633 34444.768170069474, 10659.142413729802 34445.01451830007, 10664.02251372952 34445.0146182999, 10664.02251372952 34445.51481829956, 10665.40321372915 34445.514918301255, 10665.40311372932 34446.278818299994, 10669.762513729744 34446.278918299824, 10669.745813729241 34450.37001829967, 10669.637313729152 34450.37001829967, 10669.637313729152 34451.890018301085, 10671.587313729338 34451.890118300915, 10671.587313729338 34451.23921830021))",1.3277168588523394,103.67838692895,PIONEER
MRT,YEW TEE MRT STATION,"POLYGON ((18423.326213729568 42047.41411830112, 18419.597613729537 42047.7617183011, 18398.308613729663 42052.800818299875, 18391.550813729875 42053.32031830028, 18411.29101372976 42125.3242183011, 18400.105413729325 42128.39451830089, 18402.67771372944 42137.76951830089, 18417.187513729557 42190.76951830089, 18425.49801372923 42220.91401830129, 18436.390613729134 42217.96871829964, 18451.134813729674 42272.15621829964, 18472.36721372977 42266.273418299854, 18477.22071372997 42264.37111829966, 18481.32421372924 42261.14451830089, 18484.49221372977 42256.988318299875, 18486.49021372944 42252.17191830091, 18487.23441372998 42247.023418299854, 18486.51171372924 42241.85941830091, 18483.39451372996 42230.09761830047, 18471.09571372997 42186.81251830049, 18466.703113729134 42177.675818299875, 18466.521513729356 42177.41411830112, 18446.246113729663 42102.88281830028, 18446.619113729335 42096.72661830112, 18440.902313729748 42075.90231830068, 18435.17771372944 42055.043018300086, 18434.648413729854 42053.1172183007, 18433.410113729537 42051.765618300065, 18430.459013729356 42049.47651830129, 18427.021513729356 42048.03511830047, 18423.326213729568 42047.41411830112))",1.3975496332584143,103.74740209309827,CHOA CHU KANG
MRT,YISHUN MRT STATION,"POLYGON ((28200.794913729653 45610.640618300065, 28179.898413729854 45611.40231830068, 28181.111313729547 45644.5117183011, 28158.30271372944 45645.3867183011, 28163.244113729335 45777.79681830108, 28196.06051372923 45776.66011830047, 28208.77541372925 45762.62111829966, 28201.52541372925 45617.27731830068, 28201.138713729568 45617.29681830108, 28201.125013729557 45617.03901830129, 28201.093713729642 45616.425818299875, 28200.794913729653 45610.640618300065))",1.4295817516063585,103.83497216242338,YISHUN
MRT,YIO CHU KANG MRT STATION,"POLYGON ((29332.576213729568 40313.50781830028, 29320.746113729663 40315.40231830068, 29321.22851372976 40338.675818299875, 29206.67771372944 40458.66011830047, 29203.111313729547 40459.65621829964, 29194.56641372945 40457.43751830049, 29192.892613729462 40462.355418300256, 29190.460913729854 40469.238318299875, 29240.44921372924 40482.57031830028, 29242.00391372945 40482.64451830089, 29243.52541372925 40482.363318299875, 29244.959013729356 40481.6992183011, 29246.21291372925 40480.72651830129, 29259.246113729663 40467.08201830089, 29261.68551372923 40465.95701830089, 29347.515613729134 40376.16011830047, 29335.154313729145 40364.480418300256, 29334.10351372976 40363.050818299875, 29333.681613729335 40361.30861829966, 29332.576213729568 40313.50781830028))",1.3817576070023976,103.84480082324345,ANG MO KIO
MRT,WOODLEIGH MRT STATION,"POLYGON ((32174.399013729766 35603.6797183007, 32150.711513729766 35603.9922183007, 32151.078713729978 35631.691418301314, 32131.510413729586 35631.9492183011, 32131.551413729787 35635.10151830129, 32131.62561372947 35640.6367183011, 32132.301413729787 35645.605418300256, 32124.81891372986 35646.62111829966, 32126.38141372986 35658.10151830129, 32128.60411372967 35674.44531830028, 32129.615813729353 35681.878918301314, 32132.641213729978 35681.83981830068, 32132.682213729247 35684.93751830049, 32140.781813729554 35684.83201830089, 32140.73691372946 35681.53121829964, 32148.18811372947 35681.43361829966, 32148.20761372987 35682.93361829966, 32151.45761372987 35682.890618300065, 32153.156813729554 35811.22661830112, 32177.654913729988 35810.90231830068, 32177.643113729544 35810.10151830129, 32207.754513729364 35809.703118300065, 32207.557213729247 35794.8047183007, 32198.594313729554 35794.925818299875, 32198.508413729258 35788.460918299854, 32207.158813729882 35788.34371829964, 32206.543513729237 35741.98441830091, 32206.266213729978 35720.96481830068, 32194.567013729364 35721.12111829966, 32194.074813729152 35684.023418299854, 32199.824813729152 35683.9492183011, 32199.309213729575 35644.97661830112, 32193.309213729575 35645.05861829966, 32192.92441372946 35616.03511830047, 32180.899013729766 35616.191418301314, 32174.483013729565 35609.94531830028, 32174.399013729766 35603.6797183007))",1.33920708742577,103.8708091900647,TOA PAYOH
MRT,WOODLANDS MRT STATION,"POLYGON ((22635.255613729358 46432.390318300575, 22631.964513729326 46443.49191830121, 22616.716513729654 46484.12081830017, 22670.265313729644 46504.16371829994, 22666.866913729347 46513.230218300596, 22673.06021372974 46515.515318300575, 22676.376613729633 46506.452818300575, 22729.741913729347 46526.425518300384, 22725.661813729443 46537.363018300384, 22740.91371372994 46543.06611829996, 22745.019213729538 46532.1442183014, 22862.30831372924 46576.04651829973, 22864.36491372995 46567.89811830036, 22876.73991372995 46534.08951830119, 22879.88441372942 46527.89811830036, 22885.71261372976 46513.624718301, 22878.320013729855 46510.874718301, 22874.452813729644 46521.44111829996, 22833.417713729665 46505.97621829994, 22837.818013729528 46494.36691830121, 22807.65791372955 46483.015318300575, 22748.945013729855 46460.93331830017, 22744.376613729633 46473.16371829994, 22737.22041372955 46470.49191830121, 22635.255613729358 46432.390318300575))",1.4368311610388318,103.78616372622344,WOODLANDS
MRT,UPPER CHANGI MRT STATION,"POLYGON ((42296.893413729966 36145.05941830017, 42327.87491372973 36135.577418301255, 42310.71021372918 36079.49561830051, 42313.10361372959 36078.76311830059, 42308.79971372988 36063.93751830049, 42304.49591373 36049.11191830039, 42302.0847137291 36041.23371830024, 42299.673413729295 36033.35561829992, 42297.82971372921 36027.33141830005, 42291.50841372926 36006.678218301386, 42286.65271373 35990.81321830116, 42281.79691372998 35974.94811830111, 42291.68381372932 35956.33981830068, 42284.66901372932 35933.420318299904, 42282.00581372995 35924.718918301165, 42280.475113729946 35881.26761830039, 42274.225113729946 35881.487718300894, 42267.929013729095 35881.7096183002, 42255.996813729405 35882.129918299615, 42244.064613729715 35882.550318300724, 42242.132913729176 35875.7059183009, 42240.428513729945 35869.63911830075, 42239.79751372989 35865.890218300745, 42219.197613729164 35866.615818301216, 42198.59771372937 35867.341518299654, 42198.83201372996 35874.735318301246, 42199.181213730015 35885.72681830078, 42202.879513729364 35897.81021830067, 42219.648613729514 35892.67801829986, 42226.3617137298 35914.61171830073, 42235.523913729936 35944.54691830091, 42237.249413729645 35947.35921830125, 42227.80461372994 35950.24991830066, 42237.74061372969 35982.713418301195, 42208.27291372977 35991.732518300414, 42200.675813729875 35995.45221829973, 42198.91991372965 36012.8477183003, 42204.80191372987 36032.06571830064, 42220.28311372921 36027.327518301085, 42220.605113729835 36028.379318300635, 42258.85371372942 36016.672718301415, 42294.49811372999 36133.13301829994, 42294.08231372945 36135.874718301, 42296.893413729966 36145.05941830017))",1.341740478840542,103.96147329736628,TAMPINES
MRT,TELOK AYER MRT STATION,"POLYGON ((29581.182013729587 29452.282218299806, 29594.35401372984 29475.475118299946, 29605.202413729392 29469.085118301213, 29609.85931372922 29466.387618299574, 29621.719713729806 29459.548618299887, 29630.66321372986 29454.450718300417, 29632.627513729967 29453.338718300685, 29634.591913729906 29452.226818300784, 29634.665413729846 29452.408718300983, 29636.784413729794 29451.46511830017, 29638.903413729742 29450.52161830105, 29642.48431372922 29448.92711830139, 29646.065213729627 29447.33261829987, 29648.54091372993 29445.92651830055, 29651.01671372913 29444.520518301055, 29653.19931373 29443.41111830063, 29655.381813729182 29442.30161830038, 29659.74581372924 29440.083418300375, 29674.624913729727 29431.633218299598, 29689.50391372945 29423.182918300852, 29691.608813729137 29421.66911830008, 29693.434013729915 29420.433418300003, 29697.118213729933 29418.341018300503, 29700.80231372919 29416.248718300834, 29703.570513729937 29421.12301830016, 29709.05241372995 29424.730718299747, 29714.298813729547 29433.314218301326, 29719.545213729143 29441.897718301043, 29724.21221372951 29439.045218300074, 29721.933713729493 29435.32101830095, 29722.267813729122 29435.116718299687, 29719.146313729696 29430.015418300405, 29716.02481372934 29424.914118301123, 29733.939913729206 29413.95191830024, 29727.12271372974 29402.81081829965, 29726.825113729574 29402.99191830121, 29726.52751372941 29403.173018300906, 29725.864313729107 29402.00521830097, 29727.556813729927 29400.245418300852, 29728.994613729417 29398.857618300244, 29730.41891372949 29398.048618299887, 29731.84321372956 29397.23971830122, 29731.744413729757 29397.06571830064, 29735.407413729466 29394.985418301076, 29739.070413729176 29392.905018299818, 29737.50871372968 29390.155118299648, 29735.94691372942 29387.405118299648, 29742.377213729545 29383.75311830081, 29748.8076137295 29380.10121829994, 29742.338213729672 29368.710118301213, 29729.477613729425 29376.01401830092, 29725.771113729104 29369.487718300894, 29716.8701137295 29374.692118300125, 29711.75901372917 29365.692518301308, 29706.647913729772 29356.6928183008, 29686.300413729623 29368.248718300834, 29665.952913729474 29379.80451830104, 29670.55801372975 29387.91331830062, 29675.16321372986 29396.02201830037, 29664.082913729362 29402.314718300477, 29653.002613729797 29408.607518300414, 29650.35071372986 29403.93801829964, 29647.69881372992 29399.268518300727, 29642.581413729116 29402.17471829988, 29639.267813729122 29396.34011830017, 29626.515713729896 29403.58241830021, 29613.763613729738 29410.824718300253, 29622.751613729633 29426.650618299842, 29610.2423137296 29433.755018301308, 29606.532113729976 29436.715518301353, 29602.82191372942 29439.676018301398, 29592.717013729736 29445.56251830049, 29582.38101372961 29451.583718299866, 29581.182013729587 29452.282218299806))",1.2822805844652625,103.84831284867056,OUTRAM
LRT,TONGKANG LRT STATION,"POLYGON ((33877.398413729854 41229.25781830028, 33826.203113729134 41261.27731830068, 33834.13671372924 41273.95701830089, 33885.37501372956 41241.941418301314, 33877.398413729854 41229.25781830028))",1.3893387810090914,103.88593735851892,SENGKANG
