TYP_CD_DES,STN_NAM_DE,geometry,latitude,longitude,planning_area
MRT,EXPO MRT STATION,"POLYGON ((42220.68751372956 35090.050818299875, 42197.08981372975 35105.015618300065, 42200.59761372954 35110.28121829964, 42213.60151372943 35130.45701830089, 42223.007813729346 35142.45701830089, 42224.28911372926 35146.953118300065, 42225.83981372975 35151.675818299875, 42230.488313729875 35157.855418300256, 42234.61721372977 35163.566418301314, 42235.27731372975 35164.49611829966, 42245.47651372943 35179.566418301314, 42251.58981372975 35189.191418301314, 42257.68751372956 35199.53901830129, 42260.730413729325 35204.710918299854, 42285.10151372943 35243.0977183003, 42287.19141372945 35247.28121829964, 42290.023413729854 35253.648418299854, 42291.47261372954 35253.22661830112, 42318.78511372954 35297.23441830091, 42337.945313729346 35284.503918301314, 42339.730413729325 35276.1172183007, 42234.898413729854 35110.75781830028, 42234.132813729346 35111.2422183007, 42234.02731372975 35111.078118300065, 42233.765613729134 35111.24611829966, 42226.01951372996 35099.03121829964, 42220.68751372956 35090.050818299875))",1.334549361388714,103.961546229504,TAMPINES
LRT,FERNVALE LRT STATION,"POLYGON ((32804.99221372977 41488.03511830047, 32803.18751372956 41488.05861829966, 32801.40621372964 41488.316418301314, 32800.363313729875 41488.613318299875, 32799.67191372998 41488.80861829966, 32798.043013729155 41489.578118300065, 32796.54691372998 41490.58201830089, 32795.19921372924 41491.77731830068, 32793.980513729155 41493.230418300256, 32763.169913729653 41541.59371829964, 32763.089813729748 41541.71481830068, 32757.591813729145 41550.34371829964, 32760.335913729854 41552.09371829964, 32758.593713729642 41554.78121829964, 32756.72071372997 41555.49611829966, 32755.160113729537 41556.28901830129, 32753.72851372976 41557.3047183007, 32752.474613729864 41558.53121829964, 32751.42771372944 41559.93361829966, 32750.613313729875 41561.488318299875, 32750.06641372945 41563.14451830089, 32749.785113729537 41564.87111829966, 32749.77541372925 41566.38281830028, 32749.773413729854 41566.628918301314, 32750.05471372977 41568.355418300256, 32750.576213729568 41570.01951830089, 32751.375013729557 41571.578118300065, 32752.376913729124 41573.01951830089, 32753.61521372944 41574.253918301314, 32755.03911372926 41575.26951830089, 32756.945313729346 41576.378918301314, 32757.69331372995 41577.03901830129, 32758.308613729663 41578.0742183011, 32758.53321372997 41579.253918301314, 32758.38091372978 41580.43361829966, 32757.814413729124 41581.66011830047, 32753.08201372996 41589.0547183007, 32751.85941372998 41590.6367183011, 32750.474613729864 41592.08201830089, 32748.986313729547 41593.42191830091, 32747.392613729462 41594.628918301314, 32745.714813729748 41595.71481830068, 32743.94921372924 41596.66011830047, 32742.13671372924 41597.460918299854, 32740.232413729653 41598.078118300065, 32738.392613729462 41598.542918300256, 32739.216813729145 41606.38281830028, 32742.162113729864 41605.62501830049, 32744.072213729843 41605.03511830047, 32745.945313729346 41604.33201830089, 32747.763713729568 41603.488318299875, 32749.52541372925 41602.5547183007, 32751.224613729864 41601.503918301314, 32752.835913729854 41600.33981830068, 32754.40041372925 41599.09371829964, 32755.87301372923 41597.738318299875, 32757.251913729124 41596.293018300086, 32758.556613729335 41594.78121829964, 32759.72661372926 41593.16401830129, 32772.29691372998 41573.390618300065, 32772.40231372975 41573.22261830047, 32778.42971372977 41563.738318299875, 32781.21481372975 41565.503918301314, 32790.87111372966 41550.25781830028, 32790.97651372943 41550.09371829964, 32809.730513729155 41520.488318299875, 32806.89451372996 41518.730518300086, 32814.62111372966 41506.93361829966, 32815.53911372926 41505.15621829964, 32816.10941372998 41503.44531830028, 32816.425813729875 41501.675818299875, 32816.44921372924 41499.87111829966, 32816.257813729346 41498.078118300065, 32815.77731372975 41496.34371829964, 32815.078113729134 41494.68751830049, 32814.75001372956 41494.167918300256, 32814.11721372977 41493.15621829964, 32812.980413729325 41491.75781830028, 32811.640613729134 41490.5547183007, 32810.140613729134 41489.55861829966, 32808.507813729346 41488.8047183007, 32806.773413729854 41488.29691830091, 32804.99221372977 41488.03511830047))",1.391944192461542,103.87627965692408,SENGKANG
MRT,CHANGI DEPOT,"POLYGON ((42489.85151372943 34299.078118300065, 42376.02731372975 34380.72651830129, 42263.05861372966 34461.75001830049, 42171.66021372937 34531.585918299854, 42079.585913729854 34601.93361829966, 42035.882813729346 34610.48431830108, 42018.175813729875 34613.9492183011, 42012.98441372998 34614.96481830068, 41928.695313729346 34607.13281830028, 41783.25001372956 34593.62501830049, 41714.08981372975 34649.390618300065, 41663.382813729346 34638.08981830068, 41563.64451372996 34799.55861829966, 41509.820313729346 34887.828118300065, 41496.82421372924 34908.62111829966, 41503.35941372998 34913.710918299854, 41510.10161372926 34916.52731830068, 41515.78911372926 34917.53901830129, 41517.37111372966 34917.82031830028, 41517.96871372964 34917.738318299875, 41524.72651372943 34917.17181830108, 41531.76951372996 34914.960918299854, 41538.60161372926 34912.14451830089, 41545.773413729854 34905.60161830112, 41561.863313729875 34898.043018300086, 41570.765613729134 34892.67181830108, 41579.26171372924 34888.24611829966, 41585.15231372975 34885.58201830089, 41598.460913729854 34880.210918299854, 41619.91011372954 34871.5547183007, 41656.41401372943 34856.8242183011, 41663.17971372977 34854.09371829964, 41674.42191372998 34837.33981830068, 41685.16411372926 34821.480418300256, 41685.21871372964 34821.378918301314, 41686.168013729155 34819.64451830089, 41690.445313729346 34814.35931830108, 41695.56251372956 34809.87501830049, 41701.35941372998 34806.32031830028, 41701.710913729854 34806.1797183007, 41707.695313729346 34803.816418301314, 41708.050813729875 34803.710918299854, 41737.59371372964 34794.71481830068, 41748.90231372975 34791.273418299854, 41814.69921372924 34771.24611829966, 41836.22651372943 34764.691418301314, 41874.51951372996 34753.03511830047, 41884.69141372945 34749.925818299875, 41885.04691372998 34749.816418301314, 41903.35151372943 34744.24611829966, 41952.710913729854 34729.22651830129, 42034.85161372926 34704.22651830129, 42034.960913729854 34704.19531830028, 42045.27731372975 34701.05861829966, 42045.38671372924 34701.023418299854, 42054.18751372956 34698.34371829964, 42052.480513729155 34692.75781830028, 42052.83201372996 34692.648418299854, 42109.863313729875 34675.300818299875, 42148.043013729155 34663.68361829966, 42186.855413729325 34651.88281830028, 42187.21481372975 34651.800818299875, 42201.48441372998 34648.453118300065, 42219.79691372998 34644.14451830089, 42220.14451372996 34644.03901830129, 42262.667913729325 34631.40231830068, 42286.81251372956 34624.22651830129, 42326.113313729875 34612.54691830091, 42331.85161372926 34610.83981830068, 42401.94141372945 34590.0117183011, 42522.03121372964 34554.3242183011, 42537.898413729854 34544.23431830108, 42543.81641372945 34539.578118300065, 42547.757813729346 34533.128918301314, 42563.29691372998 34500.441418301314, 42565.36721372977 34495.0547183007, 42565.52731372975 34490.6172183007, 42564.21871372964 34472.566418301314, 42554.01171372924 34426.648418299854, 42518.34761372954 34327.35151830129, 42503.070313729346 34301.60941830091, 42502.14451372996 34301.42191830091, 42501.90231372975 34301.37111829966, 42489.85151372943 34299.078118300065))",1.329246757640388,103.9598500819475,TAMPINES
MRT,PUNGGOL MRT STATION,"POLYGON ((35594.523813729174 42857.00041829981, 35611.68221372925 42887.98451830074, 35611.1472137291 42888.28081830032, 35607.17441372946 42893.68861830048, 35608.09541372955 42896.49471830018, 35609.28361372929 42900.12171830051, 35610.03401372954 42902.18541830033, 35610.972013729624 42904.936818299815, 35611.534813729115 42906.56271830015, 35612.28521372937 42908.18861830048, 35612.78551372979 42909.564418300986, 35614.22381372936 42912.87871829979, 35615.5370137291 42915.8803183008, 35617.4756137291 42920.19521830045, 35619.28901372943 42924.009818300605, 35620.47721372917 42926.32361830026, 35623.99431372993 42932.92261829972, 35627.94641372934 42940.059118300676, 35633.154613729566 42949.463918300346, 35641.37301372923 42964.30451830104, 35648.44091372937 42977.067418299615, 35654.80541372951 42988.5603183005, 35662.459113729186 43002.38121830113, 35670.804013729095 43017.45001829974, 35678.92821372952 43032.12051830068, 35687.48501372989 43047.572218300775, 35696.48631372955 43063.82641830109, 35704.91961372923 43079.05501830019, 35713.423413729295 43094.4110183008, 35716.53941372968 43100.03801830113, 35717.46781372931 43101.66951830126, 35718.59341372922 43103.545518299565, 35720.281813729554 43106.35961830057, 35721.40741372947 43108.173018300906, 35722.40801372938 43109.54881830141, 35724.03391372971 43112.112718300894, 35725.284613729455 43113.98871830106, 35726.28511372954 43115.4270182997, 35727.91101372987 43117.803318301216, 35729.849613729864 43120.67991830036, 35730.537413729355 43121.555418301374, 35731.35041372944 43122.618418300524, 35731.97571372986 43123.61901830137, 35732.72611372918 43124.61951830052, 35733.47651372943 43125.55751829967, 35733.85171373002 43126.24541830085, 35734.31411372963 43126.66011830047, 35740.52991372999 43126.32671830058, 35741.0548137296 43126.03611830063, 35740.909513729624 43125.77371830121, 35742.78901372943 43124.732818299904, 35747.05301372986 43132.43271830119, 35750.290013729595 43138.27781829983, 35752.51691372972 43142.2991183009, 35767.173113729805 43134.18261830136, 35771.23791372962 43131.9316183012, 35761.510013729334 43114.36551829986, 35763.393713729456 43113.322318300605, 35763.53901372943 43113.58481829986, 35764.22041372955 43113.07171829976, 35767.64481372945 43108.20231829956, 35766.86981373001 43106.17201830074, 35766.30701372959 43104.48351830058, 35765.744213729165 43103.232818299904, 35765.056313729845 43101.48191829957, 35764.24341372959 43099.54331829958, 35763.30531372968 43097.35461829975, 35762.2423137296 43094.9158183001, 35761.61691372935 43093.415018299595, 35760.99161372986 43091.97671830095, 35760.053613729775 43090.16321830079, 35759.11561372969 43088.224618300796, 35757.80241372995 43085.41061829962, 35756.73931372911 43083.284418299794, 35755.551113729365 43081.03321829997, 35754.11281372979 43077.969018300995, 35752.29931372963 43074.65471830033, 35750.53401372954 43071.63311829977, 35748.338913729414 43067.66911830008, 35745.43471372966 43062.42481829971, 35742.57451372966 43057.260018300265, 35740.703113729134 43053.88061830029, 35738.04311372992 43049.07731829956, 35735.159313729964 43043.86981830001, 35732.34641372971 43038.79051830061, 35727.776713729836 43030.53851830028, 35724.077813729644 43023.85931830108, 35719.355213729665 43015.33131830022, 35714.97951372992 43007.42991830036, 35708.58851372916 42995.88921830058, 35703.868813729845 42987.36631830037, 35698.360513729975 42977.41961830109, 35694.28771372978 42970.06521829963, 35687.77031372953 42958.29621830024, 35686.01351372991 42955.123718300834, 35683.07091372926 42949.81021830067, 35679.2339137299 42942.88131830096, 35675.92651372962 42936.90891830064, 35671.233213729225 42928.433918301016, 35666.825313729234 42920.474318301305, 35662.4998137299 42912.66341830045, 35661.437113729306 42910.69001829997, 35660.24901372939 42908.62641829997, 35658.18531372957 42905.12451830134, 35656.74711372983 42902.74821829982, 35655.05861372966 42900.12171830051, 35654.30821372941 42898.87101829983, 35652.74491372984 42896.55731830001, 35651.306613729335 42894.368618300185, 35648.93031372968 42891.11681830138, 35647.86721372977 42889.553418301046, 35646.92921372969 42888.30271830037, 35645.741013729945 42886.73941829987, 35645.05311372969 42885.86391830072, 35644.30271372944 42884.863418299705, 35643.11461372953 42883.362618301064, 35642.11401372962 42882.04931830056, 35640.988413729705 42880.54851830006, 35639.67521372996 42879.047718301415, 35638.73721372988 42878.04711830057, 35637.71821372956 42876.77441830002, 35631.026313729584 42877.27221830003, 35630.50141372997 42877.56291829981, 35613.24491372984 42846.63311829977, 35594.523813729174 42857.00041829981))",1.4051325908207848,103.90237397803013,PUNGGOL
MRT,BUANGKOK MRT STATION,"POLYGON ((34646.21871372964 40402.40621829964, 34622.59761372954 40404.316418301314, 34624.90621372964 40432.92191830091, 34627.44141372945 40464.32031830028, 34621.55471372977 40464.792918300256, 34614.99611372966 40465.25001830049, 34616.02731372975 40478.0547183007, 34622.58201372996 40477.453118300065, 34628.46481372975 40476.97661830112, 34633.460913729854 40538.828118300065, 34619.953113729134 40539.917918300256, 34621.03511372954 40553.3047183007, 34621.238313729875 40555.79691830091, 34618.24611372966 40556.03511830047, 34619.578113729134 40572.53511830047, 34621.550813729875 40572.37501830049, 34621.76171372924 40574.96481830068, 34622.35931372922 40574.917918300256, 34624.44141372945 40600.710918299854, 34634.425813729875 40599.90621829964, 34632.71481372975 40578.71481830068, 34636.65621372964 40578.398418299854, 34640.230513729155 40622.67181830108, 34641.988313729875 40644.40231830068, 34665.60941372998 40642.4922183007, 34664.33981372975 40626.7422183007, 34677.80471372977 40625.65621829964, 34678.328113729134 40630.578118300065, 34689.34371372964 40629.68751830049, 34687.82421372924 40610.90231830068, 34685.16011372954 40611.1172183007, 34684.773413729854 40606.33201830089, 34676.42971372977 40607.03911830112, 34676.863313729875 40611.488318299875, 34676.10151372943 40611.54691830091, 34674.550813729875 40592.30861829966, 34675.64451372996 40592.22261830047, 34673.675813729875 40567.83201830089, 34676.81641372945 40567.578118300065, 34677.03511372954 40570.26951830089, 34686.30471372977 40569.523418299854, 34686.085913729854 40566.83201830089, 34688.578113729134 40566.628918301314, 34687.78521372937 40556.792918300256, 34688.382813729346 40556.74611829966, 34688.09761372954 40553.25781830028, 34687.50001372956 40553.3047183007, 34685.46871372964 40528.12501830049, 34676.54681372922 40528.84761830047, 34670.757813729346 40457.16011830047, 34675.195313729346 40456.800818299875, 34674.238313729875 40444.9922183007, 34673.98441372998 40445.0117183011, 34673.68361372966 40441.27731830068, 34674.18361372966 40441.238318299875, 34673.18361372966 40428.855518300086, 34673.09371372964 40427.75781830028, 34672.40621372964 40419.25781830028, 34669.87111372966 40419.46481830068, 34661.44141372945 40420.14451830089, 34661.64451372996 40422.6367183011, 34661.445313729346 40422.65231830068, 34661.56641372945 40424.140618300065, 34648.06251372956 40425.230518300086, 34646.21871372964 40402.40621829964))",1.382771583532665,103.89309246870114,SENGKANG
LRT,BAKAU LRT STATION,"POLYGON ((36019.83981372975 41088.53901830129, 36009.22651372943 41099.03901830129, 36051.74221372977 41141.93751830049, 36062.355513729155 41131.43751830049, 36019.83981372975 41088.53901830129))",1.3881050155267898,103.90552634663013,SENGKANG
LRT,FARMWAY LRT STATION,"POLYGON ((34270.30861372966 42105.05861829966, 34206.16011372954 42113.38281830028, 34208.09371372964 42128.24611829966, 34272.24221372977 42119.93361829966, 34270.30861372966 42105.05861829966))",1.3971619027285875,103.88938286088596,SENGKANG
MRT,COMMONWEALTH MRT STATION,"POLYGON ((24151.591813729145 31587.994118301198, 24040.599613729864 31685.648418299854, 24052.341813729145 31698.960918299854, 24163.013713729568 31601.160118300468, 24151.591813729145 31587.994118301198))",1.302447646422198,103.79829071896594,QUEENSTOWN
LRT,KUPANG LRT STATION,"POLYGON ((33377.24221372977 42220.640618300065, 33317.148413729854 42226.7422183007, 33318.65231372975 42241.668018300086, 33378.773413729854 42235.566418301314, 33377.24221372977 42220.640618300065))",1.3981975782517115,103.88137428318558,SENGKANG
LRT,DAMAI LRT STATION,"POLYGON ((36344.781613729894 43043.441918300465, 36398.04651372973 43005.46841830015, 36389.36401372962 42993.26301830076, 36336.064513729885 43031.235518300906, 36344.781613729894 43043.441918300465))",1.4053160222952814,103.90850357770302,PUNGGOL
MRT,QUEENSTOWN MRT STATION,"POLYGON ((24996.056613729335 30709.36131830141, 24916.736313729547 30834.10941830091, 24918.169913729653 30835.009718300775, 24933.455113729462 30844.71481830068, 25012.668013729155 30720.052718300372, 24997.98441372998 30710.591818301007, 24996.056613729335 30709.36131830141))",1.294611331953746,103.80604523695622,QUEENSTOWN
MRT,KALLANG MRT STATION,"POLYGON ((32176.806613729335 32571.78321829997, 32174.527313729748 32572.03321829997, 32173.75391372945 32573.74801830016, 32171.60161372926 32578.523418299854, 32159.718713729642 32595.195318300277, 32149.41401372943 32609.634818300605, 32177.410113729537 32627.050818299875, 32193.72851372976 32637.201118299738, 32199.10351372976 32640.544918300584, 32216.660113729537 32651.46481830068, 32287.974613729864 32695.826118299738, 32293.38081372995 32699.189418300986, 32294.65821372997 32699.08791830018, 32295.765613729134 32697.580118300393, 32296.834013729356 32698.253918301314, 32297.744113729335 32696.753918301314, 32301.918013729155 32689.886718301103, 32304.468713729642 32684.205018300563, 32305.527313729748 32678.080118300393, 32305.04691372998 32671.869118301198, 32303.044913729653 32665.98441830091, 32299.646513729356 32660.759718300775, 32295.058613729663 32656.558618299663, 32289.634813729674 32652.689418300986, 32275.99021372944 32642.955118300393, 32264.29691372998 32634.613318299875, 32255.156213729642 32624.466818301007, 32251.556613729335 32620.468718299642, 32218.521513729356 32595.574218301103, 32214.85351372976 32592.81051830016, 32198.216813729145 32580.27151830122, 32197.00391372945 32579.357418300584, 32177.64451372996 32572.097618300468, 32176.806613729335 32571.78321829997))",1.3113966417419969,103.87131526306408,KALLANG
LRT,RUMBIA LRT STATION,"POLYGON ((36092.08201372996 41470.890618300065, 36049.80471372977 41514.08201830089, 36060.58201372996 41524.60941830091, 36102.77731372975 41481.45701830089, 36092.08201372996 41470.890618300065))",1.391564445306317,103.90589048268193,SENGKANG
LRT,PETIR LRT STATION,"POLYGON ((20595.648413729854 39953.07031830028, 20591.246113729663 39955.64451830089, 20581.347613729537 39961.78511830047, 20567.091813729145 39970.67191830091, 20565.152313729748 39972.04691830091, 20563.527313729748 39973.6172183007, 20562.146513729356 39975.425818299875, 20565.857413729653 39981.41401830129, 20570.347613729537 39988.65621829964, 20571.654313729145 39987.515618300065, 20589.369113729335 39976.52731830068, 20601.300813729875 39967.425818299875, 20602.703113729134 39964.53511830047, 20598.80271372944 39958.19531830028, 20595.648413729854 39953.07031830028))",1.377754649311194,103.76666731226427,BUKIT PANJANG
MRT,BISHAN MRT STATION,"POLYGON ((29683.20221372973 37087.82041830011, 29702.534213729203 37083.54101829976, 29701.79931372963 37080.22131830081, 29765.456113729626 37066.13001830131, 29834.780013729818 37050.784118300304, 29834.779913729988 37050.784118300304, 29839.544713729993 37049.729818301275, 29849.29711372964 37047.58421830088, 29851.73401372973 37047.05461830087, 29854.170913729817 37046.52491830103, 29856.607313729823 37046.00161829963, 29859.04381372966 37045.47841829993, 29861.480113729835 37044.96321829967, 29863.91641373001 37044.447918299586, 29868.789413729683 37043.436418300495, 29873.66371372994 37042.446918301284, 29877.476913729683 37041.69001829997, 29881.333713729866 37040.93971830048, 29884.27211372927 37040.28921830095, 29887.210413729772 37039.63881830126, 29886.886213729158 37038.17421830073, 29880.866913729347 37010.982518300414, 29880.542713729665 37009.518018299714, 29873.854613729753 37010.998518301174, 29872.66911372915 37005.64311830141, 29860.903813729994 37008.24761830084, 29860.903913729824 37008.24751830101, 29860.693113729358 37007.29561830126, 29860.009513729252 37007.446918301284, 29859.16641373001 37003.63911830075, 29824.60361372959 37011.29011830129, 29825.02501372993 37013.19401830062, 29805.40011372976 37017.53831830062, 29805.7805137299 37019.25671830028, 29732.39701372944 37035.50121830031, 29732.083613729104 37034.08551830053, 29725.16121372953 37035.61781829968, 29724.945113729686 37034.6415183004, 29723.919913729653 37034.868418300524, 29723.206713729538 37031.64641830139, 29684.62611372955 37040.186818299815, 29684.1910137292 37039.57961830124, 29669.61251372937 36973.72231830098, 29659.06891372986 36976.056318299845, 29664.072313729674 36998.659118300304, 29665.828713729978 36998.270318301395, 29667.3570137294 37005.17431830056, 29668.844013729133 37011.89171830006, 29675.207813729532 37040.6396182999, 29672.872413729317 37041.156618300825, 29683.20221372973 37087.82041830011))",1.3512585802828811,103.84922134163035,BISHAN
MRT,BOON LAY MRT STATION,"POLYGON ((13767.853413729928 35587.8047183007, 13751.502913729288 35631.890618300065, 13826.177713729441 35659.53121829964, 13823.899313729256 35665.667918300256, 13859.906213729642 35679.023418299854, 13866.365213729441 35681.42181830108, 13868.389613729902 35682.17191830091, 13902.679613729939 35694.890618300065, 13908.478413729928 35679.23441830091, 13909.475513729267 35677.441418301314, 13911.117113729939 35676.20701830089, 13927.29971372988 35669.363318299875, 13921.0986137297 35652.01951830089, 13910.058513729833 35647.925818299875, 13902.909113729373 35645.273418299854, 13848.48721372988 35625.085918299854, 13850.912013729103 35618.5742183011, 13767.853413729928 35587.8047183007))",1.3386040238617447,103.70605907206512,JURONG WEST
LRT,KEAT HONG LRT STATION,"POLYGON ((18640.488313729875 40047.69531830028, 18604.189413729124 40063.92181830108, 18598.763713729568 40067.515618300065, 18597.97851372976 40069.08981830068, 18599.314413729124 40071.97661830112, 18600.66401372943 40074.99611829966, 18600.334013729356 40075.488318299875, 18599.384713729843 40079.60941830091, 18599.36521372944 40083.855418300256, 18600.009813729674 40087.56251830049, 18600.037113729864 40087.71481830068, 18604.050813729875 40082.65621829964, 18647.42971372977 40063.265618300065, 18648.279313729145 40061.16411830112, 18643.892613729462 40051.3867183011, 18642.425813729875 40052.043018300086, 18640.488313729875 40047.69531830028))",1.378612166918344,103.7490515037209,CHOA CHU KANG
LRT,JELAPANG LRT STATION,"POLYGON ((20330.058613729663 40937.55861829966, 20329.947213729843 40938.24611829966, 20319.806613729335 40947.01951830089, 20319.13081372995 40947.605518300086, 20349.951213729568 40983.203118300065, 20350.65821372997 40982.58981830068, 20361.875013729557 40972.863318299875, 20361.951213729568 40969.5547183007, 20353.531213729642 40958.94531830028, 20336.330113729462 40939.73441830091, 20334.843713729642 40938.18751830049, 20330.058613729663 40937.55861829966))",1.3866966745704865,103.76450057713733,BUKIT PANJANG
LRT,CHOA CHU KANG LRT STATION,"POLYGON ((18113.925813729875 40715.7422183007, 18110.14451372996 40786.40231830068, 18125.375013729557 40787.19531830028, 18125.656213729642 40781.9492183011, 18129.04691372998 40782.13281830028, 18132.306613729335 40721.52731830068, 18113.925813729875 40715.7422183007))",1.384822011993166,103.74454911650862,CHOA CHU KANG
LRT,SENGKANG LRT STATION,"POLYGON ((34898.10571372975 41407.92691829987, 34868.496913729236 41418.13121830113, 34887.22321372945 41472.48931830004, 34888.83981372975 41471.93171830103, 34930.738313729875 41593.57431830093, 34957.16641373001 41584.43701830134, 34915.322913729586 41462.9540183004, 34916.88621372916 41462.41601829976, 34898.10571372975 41407.92691829987))",1.391574442428222,103.89543625923643,SENGKANG
MRT,HARBOURFRONT MRT STATION,"POLYGON ((26584.75061372947 27512.491718299687, 26584.46771372948 27516.281118299812, 26570.779013729654 27515.25841830112, 26570.105613729917 27524.27201830037, 26569.33501372952 27524.21441830136, 26568.589013729244 27534.202718300745, 26556.675313729793 27534.210518300533, 26554.75391372945 27559.949318300933, 26558.29101372976 27559.886618301272, 26564.793513729237 27559.756618300453, 26571.94611372985 27559.886618301272, 26577.668313729577 27559.886618301272, 26586.771713729948 27560.276718299836, 26592.233813729137 27560.276718299836, 26599.25641372986 27560.79691830091, 26606.173813729547 27561.37551829964, 26619.384513729252 27562.36181830056, 26635.25901372917 27563.547118300572, 26635.053513729945 27566.29921830073, 26636.02241372969 27567.42451830022, 26635.955413729884 27568.322018301114, 26639.844613729976 27568.612418301404, 26637.150613729842 27604.693918300793, 26601.614113729447 27607.750818300992, 26597.923113729805 27604.651118300855, 26573.61511372961 27606.767918299884, 26573.90821372997 27610.13411829993, 26566.19071372971 27610.798018300906, 26566.9549137298 27619.574118301272, 26642.061413729563 27613.033818300813, 26645.92501372937 27613.199818300083, 26677.114213729277 27615.528518300503, 26677.752613729797 27606.977618301287, 26648.654713729396 27604.80511830002, 26651.363913729787 27568.51961830072, 26666.27241372969 27569.632818300277, 26666.55231372919 27565.88371830061, 26729.527113729157 27570.585718300194, 26729.325713729486 27573.28281830065, 26725.44651372917 27572.993218300864, 26724.623713729903 27584.012118300423, 26737.37821372971 27584.96481830068, 26738.402313729748 27571.248418301344, 26786.568213729188 27574.844818299636, 26785.656213729642 27587.06051830016, 26799.21831372939 27588.07311830111, 26800.130513729528 27575.857318300754, 26813.493313729763 27576.855318300426, 26815.399413730018 27551.326218299568, 26800.039613729343 27550.17941830121, 26800.43041372951 27544.94301830046, 26801.380513729528 27545.01401830092, 26801.4904137291 27543.54361830093, 26794.306413729675 27543.007118299603, 26793.33751372993 27541.881918299943, 26779.032413729466 27540.813818300143, 26780.254713729955 27524.4596183002, 26732.933713729493 27520.923718299717, 26732.455513729714 27527.333418300375, 26608.301313729957 27518.061718299985, 26604.794713729993 27513.98911830038, 26584.75061372947 27512.491718299687))",1.2654573484420697,103.82145073502582,BUKIT MERAH
LRT,PENDING LRT STATION,"POLYGON ((21087.966813729145 39760.41011830047, 21075.578113729134 39768.066418301314, 21079.48441372998 39774.37501830049, 21074.718713729642 39777.46481830068, 21088.062513729557 39798.13281830028, 21100.488313729875 39817.378918301314, 21104.75591372978 39814.62111829966, 21106.85151372943 39817.898418299854, 21119.814413729124 39809.88281830028, 21087.966813729145 39760.41011830047))",1.3761265378632548,103.77127975005789,BUKIT PANJANG
MRT,CLARKE QUAY MRT STATION,"POLYGON ((29382.06051372923 29898.138718299568, 29378.089813729748 29901.513718299568, 29383.99801372923 29908.439418300986, 29385.043013729155 29907.552718300372, 29409.51951372996 29936.246118299663, 29415.029313729145 29931.722618300468, 29432.28911372926 29953.06831829995, 29463.654313729145 30029.091818301007, 29444.82421372924 30035.23631830141, 29416.648413729854 30002.210918299854, 29392.271513729356 30024.593718299642, 29400.44921372924 30033.455118300393, 29418.29691372998 30016.927718300372, 29431.77541372925 30032.72851829976, 29414.513713729568 30048.695318300277, 29433.705113729462 30069.44331829995, 29437.91601372976 30076.572318300605, 29459.263713729568 30099.62501830049, 29481.668013729155 30168.2422183007, 29464.642613729462 30184.115218300372, 29498.24801372923 30220.388718299568, 29500.447313729674 30227.12501830049, 29525.605513729155 30218.90821829997, 29545.472713729367 30200.49801830016, 29558.826213729568 30188.132818300277, 29560.369113729335 30186.691418301314, 29535.398413729854 30159.779318301007, 29510.044913729653 30132.398418299854, 29500.69921372924 30103.759718300775, 29497.16401372943 30100.613318299875, 29487.82421372924 30073.601518301293, 29472.37301372923 30026.246118299663, 29471.56641372945 30026.509718300775, 29434.744113729335 29936.93751830049, 29418.30471372977 29916.10351829976, 29405.863313729875 29926.044918300584, 29382.06051372923 29898.138718299568))",1.2885422166854583,103.84660479385994,SINGAPORE RIVER
